#,Name,Type,Title,Outlet,Semester
440,"Liao, Yu-Hsin",Presentation,Impact of COVID-19 on Learners in Clinical Placements: Investigating Psychosocial and Educational Outcomes Using Mixed Methods,American Association for Adult and Continuing Education,Summer 2022
441,"Liao, Yu-Hsin",Journal Publication,The development of the Employee Resource Groups Scale (ERGS),International Journal of Adult Education and Technology,Fall 2022
442,"Liao, Yu-Hsin",Journal Publication,"Language Discrimination, Interpersonal Shame, and Depression: Collective Self- Esteem as a Buffer",Counselling Psychology Quarterly,Spring 2023
443,"Litam, Stacey Arañez",Journal Publication,Sex Trafficking Beliefs in Counselors: Establishing the Need for Human Trafficking Training in Counselor Education Programs,International Journal for the Advancement of Counselling,Summer 2020
444,"Litam, Stacey Arañez",Presentation,"Understanding history, understanding ourselves: Promoting Asian and APIDA mental health during a pandemic: ",Collaboration with Ohio State University and Cleveland State University,Summer 2020
445,"Litam, Stacey Arañez",Journal Publication,Kink culture: What counselors need to  know,"The Center for Counseling Practice, Policy, and Research",Summer 2020
446,"Litam, Stacey Arañez",Journal Publication,Ethnic identity and coping strategy as moderators of COVID-19 racial discrimination experiences among Chinese Americans,Counseling Outcome Research and Evaluation,Summer 2020
447,"Litam, Stacey Arañez",Creative Production,Ohio's Asian-Americans Are Not Immune To Coronavirus-Fueled Racism,National Public Radio - IdeaStream,Summer 2020
448,"Litam, Stacey Arañez",Presentation,Empowering trans* youth: Affirming approaches for  parents and counselors,"American Association of Sexuality Educators, Counselors, and Therapists 52nd Annual Conference",Summer 2020
449,"Litam, Stacey Arañez",Chapter,Understanding the Historical Context of Traditionally Marginalizing Biblical Passages: Helping LGBTQ Clients Navigate the Intersection of Religion and Sexual Identity,Queering the deep south: Research on queer studies and LGBTQ lives in the Southeast,Summer 2020
450,"Litam, Stacey Arañez",Presentation,Asian Mental Health,Educational workshop for the Ohio University Heritage College of Osteopathic Medicine,Fall 2020
451,"Litam, Stacey Arañez",Journal Publication,Counseling individuals who practice consensual non-monogamy,"The  Center for Counseling Practice, Policy, and Research",Fall 2020
452,"Litam, Stacey Arañez",Journal Publication,Counseling survivors of human trafficking,"The Center for  Counseling Practice, Policy, and Research",Fall 2020
453,"Litam, Stacey Arañez",Presentation,Racial bias in the age of COVID-19,1-hour Panel Discussion,Fall 2020
454,"Litam, Stacey Arañez",Presentation,"Counseling Asians, Asian Americans, and Pacific Islanders with COVID-19 related racial trauma: Contextualizing historied oppression and strategies for resilience",Oregon Counseling Association (ORCA) and Oregon Association or Multicultural Counseling and Development (OAMCD) Conference,Fall 2020
455,"Litam, Stacey Arañez",Journal Publication,"“Take your Kung Flu back to Wuhan”: Counseling Asians, Asian Americans, and Pacific Islanders with race-based trauma related to COVID-19",The Professional Counselor,Fall 2020
456,"Litam, Stacey Arañez",Presentation,Contributing factors mobilizing AAPI in solidarity with the #BlackLivesMatterMovement. ,2020 Bridging the Gap Virtual Summit ,Fall 2020
457,"Litam, Stacey Arañez",Presentation,Human Trafficking: A Quick Brief for Physicians and Medical Students,Enrichment Seminar,Fall 2020
458,"Litam, Stacey Arañez",Presentation,Culturally sensitive strategies for counseling Asian Americans and Pacific Islander clients affected by COVID-19 racial discrimination,2020 Bridging the Gap Virtual Summit ,Fall 2020
459,"Litam, Stacey Arañez",Chapter,Labor trafficking,"SAGE Encyclopedia of Multicultural Counseling, Social Justice, and Advocacy",Fall 2020
460,"Litam, Stacey Arañez",Journal Publication,Moral injury in healthcare workers during the pandemic,Traumatology,Fall 2020
461,"Litam, Stacey Arañez",Chapter,Human trafficking,"SAGE Encyclopedia of Multicultural Counseling, Social Justice, and Advocacy",Fall 2020
462,"Litam, Stacey Arañez",Journal Publication,Counseling international students in times of uncertainty: A critical feminist and bioecological approach,The Professional Counselor,Fall 2020
463,"Litam, Stacey Arañez",Journal Publication,Infusing Self‑Care and Wellness into CACREP Curricula: Pedagogical Recommendations for Counselor Educators and Counselors during COVID‑19,International Journal for the Advancement of Counselling,Spring 2021
464,"Litam, Stacey Arañez",Creative Production,A call for Asian Americans and Pacific Islanders to make waves,The Dispatch,Spring 2021
465,"Litam, Stacey Arañez",Journal Publication,Mental health equity of Filipino communities in COVID-19: A framework for practice and advocacy,The Professional Counselor,Spring 2021
466,"Litam, Stacey Arañez",Journal Publication,Assessing Bayesian Racism: Measuring Endorsement of Racial Stereotypes ,The International Journal for the Advancement of Counselling,Spring 2021
467,"Litam, Stacey Arañez",Presentation,Sharing and listening with AAPI colleagues,Workshop for Arnold & Porter Law Firm,Spring 2021
468,"Litam, Stacey Arañez",Journal Publication,When Being “Essential” Illuminates Disparities: Counseling Clients Disproportionately Affected by COVID-19,Journal of Counseling & Development,Spring 2021
469,"Litam, Stacey Arañez",Chapter,Child survivors of natural disasters,Handbook of Research on the Impact of Trauma on Children in High-Poverty Communities,Spring 2021
470,"Litam, Stacey Arañez",Presentation,Stand in Solidarity with Asian American Communities. Statewide awareness forum on anti-Asian hate and violence,Statewide awareness forum on anti-Asian hate and violence,Spring 2021
471,"Litam, Stacey Arañez",Creative Production,"Is socialism really that scary? Not according to “the big scary ‘S’ word”, now streaming at CIFF45",National Public Radio - IdeaStream,Spring 2021
472,"Litam, Stacey Arañez",Creative Production,Asian-American Pacific Islander White Proximity,Beyond Blending In Podcast,Spring 2021
473,"Litam, Stacey Arañez",Creative Production,Standing against anti-Asian violence,WOIO 19 Action News and Cleveland Public Library,Spring 2021
474,"Litam, Stacey Arañez",Chapter,Sex trafficking,"SAGE Encyclopedia of Multicultural Counseling, Social Justice, and Advocacy",Spring 2021
475,"Litam, Stacey Arañez",Creative Production,COVID-19 And Compounding Trauma,Undisciplined Podcast,Spring 2021
476,"Litam, Stacey Arañez",Creative Production,Asian-Americans want to abolish model minority myth as hate crimes rise,National Public Radio - IdeaStream,Spring 2021
477,"Litam, Stacey Arañez",Presentation,Counseling AAPI with COVID-19 Related Racial Trauma: Contextualizing Historied Oppression and Strategies for Resilience,2021 American Counseling Association Virtual Conference Experience ,Spring 2021
478,"Litam, Stacey Arañez",Presentation,Promoting multiracial solidarity: Conversations for healing Black and Asian communities,1-hour panel discussion for the Association for Multicultural Counseling and Development and the Association for Adult Development and Aging,Spring 2021
479,"Litam, Stacey Arañez",Journal Publication,"Child sex trafficking:  Strategies for identification, counseling, and advocacy",International Journal for the Advancement of Counselling,Spring 2021
480,"Litam, Stacey Arañez",Presentation,Addressing sexuality with patients: A primer for BDSM and polyamory in medical settings,Northeast Ohio Medical University,Spring 2021
481,"Litam, Stacey Arañez",Journal Publication,"Mental health workers’ perceptions of risk factors for forced labor in Nairobi, Kenya: A preliminary qualitative investigation","The Journal of Counseling Sexology & Sexual Wellness: Research, Practice, and Education",Spring 2021
482,"Litam, Stacey Arañez",Presentation,Asian American and Pacific Islander violence townhall,Council of Young Filipinx Americans in Medicine Meeting,Spring 2021
483,"Litam, Stacey Arañez",Presentation,Promoting Black and Asian Solidarity,Linked In Presentation,Summer 2021
484,"Litam, Stacey Arañez",Journal Publication,Rocking the boat: A call for Asian American and Pacific Islander counselors to make waves,Journal of Mental Health Counseling,Summer 2021
485,"Litam, Stacey Arañez",Presentation,"Contextualizing AAPI history and oppression: Moving toward solidarity, strength, and resilience",90-Minute Presentation for Eastman,Summer 2021
486,"Litam, Stacey Arañez",Journal Publication,Resilience and Coping as Moderators of Stress-Related Growth in Asians and AAPIs During COVID-19,The Professional Counselor,Summer 2021
487,"Litam, Stacey Arañez",Journal Publication,Resilience and coping as moderators of stress-related growth in Asians and AAPI during COVID-19,The Professional Counselor,Summer 2021
488,"Litam, Stacey Arañez",Journal Publication,"Effects of COVID-19 racial discrimination on depression and life satisfaction among young, middle, and older Chinese Americans",Adultspan Journal,Fall 2021
489,"Litam, Stacey Arañez",Journal Publication,Stress and Resilience Among Professional Counselors During the COVID-19 Pandemic,Journal of Counseling & Development,Fall 2021
490,"Litam, Stacey Arañez",Journal Publication,Breaking the bamboo ceiling: Practical strategies for Asian American and Pacific Islander counselor educators,Counselor Education and Supervision,Fall 2021
491,"Litam, Stacey Arañez",Journal Publication,"Assessing Worry, Racism, and Belief in a Just World",Journal of Counseling & Development,Fall 2021
492,"Litam, Stacey Arañez",Journal Publication,Deconstructing sexual shame: Implications for clinical counselors and counselor educators,The Journal of Counseling Sexology and Sexual Wellness,Fall 2021
493,"Litam, Stacey Arañez",Journal Publication,Grounded Theory of Asian Americans for #BlackLivesMatter,The Professional Counselor,Fall 2021
494,"Litam, Stacey Arañez",Journal Publication,Spirituality and relational health among Black Americans,The Journal of Counseling & Development,Spring 2022
495,"Litam, Stacey Arañez",Presentation,Understanding human sex trafficking: Challenging myths and supporting survivors,The 2022 American Counseling Association Conference and Expo,Spring 2022
496,"Litam, Stacey Arañez",Journal Publication,Decolonizing the Interpersonal Theory of Suicide with Filipino clients,Asian American Journal of Psychology,Spring 2022
497,"Litam, Stacey Arañez",Journal Publication,A Call for Action: School Counselor Competence in Working With Trans Students,The Professional Counselor,Spring 2022
498,"Litam, Stacey Arañez",Presentation,"""Take your kung-flu back to Wuhan"": Culturally sensitive strategies for counseling Asian American clients",2021-2022 North Central Association for Counselor Education and Supervision,Spring 2022
